# Written by Justin Bai
# Last updated: 06/19/20
#word	ipa	comment
pā,p a ː,
tā,t a ː,
kā,k a ː,
ʻā,ʔ a ː,
fā,f a ː,
vā,v a ː,
sā,s a ː,
hā,h a ː,
mā,m a ː,
nā,n a ː,
ngā,ŋ a ː,
lā,l a ː,
efi,e f i,
ofi,o f i,
ufi,u f i,
afi,a f i,
fē,f e ː,
fī,f i ː,
fō,f o ː,
fū,f u ː,
naʻá,n a ʔ a,
maté,m a t e,
aí,a i,
kuó,k u o,
ʻokú,ʔ o k u,
