kara,k a r a,
povoza,p o β o z a,
pata,p a t a,
engarohol,e n ɡ a r o ɣ o l,
maize,m a i z e,
engarim,e n ɡ a r i m,
abana,a b a n a,
goe,ɡ o e,
tina,t i n a,
