ita,i t a,
tukumã,t u k u m ã,
tea,t e a,
owaẽm,o w a ẽ m,
pyfa,p ɨ f a,
kururu,k u ɾ u ɾ u,
'oguu,ʔ o ɡ u u,
jy,j ɨ,
ju'i,j u ʔ i,
kwasi,kʷ a s i,
inimo,i n i m o,
ipira,i p i ɾ a,
esage,e s a ɡ e,
ipirang,i p i ɾ a ŋ,
