tsínané,ts i ˥ n a n e ˥,
nijá,n i h a ˥,
atsícaneíntagantsi,a ts i ˥ k a n ei ˥ n t a g a n ts i,
baquiritsi,b a k i ɾ i ts i,
cajárá,k a h a ˥ ɾ a ˥,
caráanti,k a ɾ a ˥ ː n t i,
chábëníri,tʃ a ˥ b ɨ n i ˥ ɾ i,
coshóri,k o ʃ o ˥ ɾ i,
chonchóguiri,tʃ o n tʃ o ˥ g i ɾ i,
emó,e m o ˥,
ibangui,i b a ŋ i,
igueí,i g ei ˥,
iína,i ˥ ː n a,
imoncarácaro,i m o ŋ k a ɾ a ˥ k a ɾ o,
