abälel,a b ɨ l e l,
ajcuntsʼuʼ,a x k u ɲ tsʼ u ʔ,
alob,a l o b,
cawayuʼ,k a w a j u ʔ,
chämeñ,tʃ ɨ m e ɲ,
cox,k o ʃ,
cʼʌncho,kʼ ɨ ɲ tʃ o,
jaʼal,x a ʔ a l,
pisil,p i s i l,
tyumuty,tʲ u m u tʲ,
kilo,k i l o,
rey,r e j,
pꞌʌtʌlel,pʼ ɨ tʲ ɨ l e l,
tꞌan,tʲʼ a ɲ,
utsꞌat,u tsʼ a tʲ,
chꞌiton,tʃʼ i tʲ o ɲ,
chuqui,tʃ u k i,
qꞌuin,kʼ i ɲ,
bʌ,b ɨ,
ti,tʲ i,
jini,x i ɲ i,
chaꞌan,tʃ a ʔ a ɲ,
mi,m i,
tsiꞌ,ts i ʔ,
miꞌ,m i ʔ,
tiꞌ,tʲ i ʔ,
yicꞌot,j i kʼ o tʲ,
tsaꞌ,ts a ʔ,
caj,k a x,
laꞌ,l a ʔ,
