tchem,tsʃ e m,
tz'itchin,tsʼ i tsʃ i n,
okya,o k j a,
q'aavichil,qʼ a ː ʋ i tʃ i l,
iq'osaki,i qʼ o s a k i,
itx'a-aaki,i ʈʂʼ a a ː k i,
viinqil,ʋ i ː n q i l,
acha'v,a tʃ a ʔ ʋ,
vatzik',ʋ a ts i kʼ,
saq,s a q,
t'ay,tʼ a j,
al,a l,
tuuqul,t u ː q u l,
chib',tʃ i ɓ,
b'o's,ɓ o ʔ s,
b'ooq'ol,ɓ o ː qʼ o l,
suutz',s u ː tsʼ,
poo,p o ː,
q'ejte,qʼ e h t e,
pitx'o,p i ʈʂʼ o,
xo'vitchil,ʂ o ʔ ʋ i tsʃ i l,
kuxh,k u sʃ,
kuruseʼ,k u ɾ u s e ʔ,
