jar,χ a r,
way,w a j,
ya',j a ʔ,
kaq'ayiin,k a qʼ a j i ː n,
keem,k e ː m,
ak',a kʼ,
utziil,u ts i ː l,
ojb',o χ pʼ,
jamooj,χ a m o ː χ,
ch'ob'ooj,tʃʼ o pʼ o ː χ,
mich'ili,m i tʃʼ i l i,
chooy,tʃ o ː j,
teep,t e ː p,
xuud',ʃ u ː tʼ,
sootz',s o ː tsʼ,
k'iy,kʼ i j,
aj,a χ,
achajiloom,a tʃ a χ i l o ː m,
tre,t r e,
chique,tʃ i q u e,
jariꞌ,χ a r i ʔ,
jun,χ u n,
tok,t o k,
wiꞌ,w i ʔ,
pa,p a,
pro,p r o,
winak,w i n a k,
xa,ʃ a,
ma,m a,
arjaꞌ,a r χ a ʔ,
