wüin,w ɯ i n,
atpajaa,a t p a h a ː,
awala'ata,a w a ɺ a ʔ a t a,
ayuulii,a j u ː ɺ i ː,
chi,tʃ i,
jimo'olu,h i m o ʔ o ɺ u,
jo'uuchon,h o ʔ u ː tʃ o n,
kalekale,k a ɺ e k a ɺ e,
oushu,o u ʃ u,
aja'ttaa,a h a ʔ t ː a ː,
mma,m ː a,
aikkaa,a i k ː a ː,
süpüla,s ɯ p ɯ ɺ a,
eere,e ː r e,
