inch'aj,i n tʃʼ a h,
b'utujk'ya'n,ɓ u t u h kʼ j a ʔ n,
b'ujkesb'ir,ɓ u h k e s ɓ i r,
b'i'tz'esna,ɓ i ʔ tsʼ e s n a,
atze'n,a ts e ʔ n,
awan,a w a n,
je'yr,h e ʔ j r,
jinchu,h i n tʃ u,
