abubuŋi,a b u b u ŋ i,
ahöza,a k ɵ ts a,
börum,b ɵ t u m,
böwöm,b ɵ p ɵ m,
etkuza,e t k u ts a,
gilja,ɡ i l dz a,
gwak,ɡʷ a k,
ijekwaijek,i dz e k w a i dz e k,
ambiqambi,a m b i kʷ a m b i,
memhombek,m e m ɣ o m b e k,
datni,d a t n i,
kofi,k o f i,
pilik,p i l i k,
silim,s i l i m
meyök,m e j ɵ k,
