abababa,a b a b a b a,
long,l o ŋ,"tests ng rule"
adresim,a d r e s i m,
lukim,l u k i m,
yu,j u,"tests y rule"
god,ɡ o d,
wara,w a r a,
ananas,a n a n a s,
jip,dʒ i p,
fiva,f i v a,
hetpilo,h e t p i l o,
bilong,b i l o ŋ,
ol,o l, 
na,n a,
em,e m,
mi,m i,
dispela,d i s p e l a,
olsem,o l s e m,
bai,b a i,
man,m a n,
tok,t o k,
mekim,m e k i m,
yupela,j u p e l a,
no,n o,
stap,s t a p,
save,s a v e,
bin,b i n,
go,ɡ o,
olgeta,o l ɡ e t a,
samting,s a m t i ŋ,
