hai,x a i,
hoe,x o e,
kinü,k i n ɨ,
mao,m a o,
mupui,m u p u i,
ofis,o ɸ i s,
yaforɨ,j a ɸ o ɾ ə,
ŋga,ᵑɡ a,
ranahambo,ɾ a n a x a ᵐb o,
nindou,n i ⁿd o u,
moatükunɨ,m o a t ɨ k u n ə,
moaruwai,m o a ɾ u w a i,
aboedɨ,a b o e d ə,
ai,a i,
asu,a s u,
ra,ɾ a,
hoafɨ,x o a ɸ ə,
ranai,ɾ a n a i,
hohoanɨmo,x o x o a n ə m o,
se,s e,
ana,a n a,
ahandɨ,a x a ⁿd ə,
ro,ɾ o,
ahambo,a x a ᵐb o,
yahuya,j a x u j a,
muŋguambo,m u ᵑɡ u a ᵐb o,
moai,m o a i,
ŋgɨrɨ,ᵑɡ ə ɾ ə,
bogorɨ,b o ɡ o ɾ ə,
mehu,m e x u,
