ᐅᐯᔭᑯᑌᔥᑲᓀᐤ,o p e ː j a k o t e ː ʃ k a n e ː w,
ᐲᒥᓂᑲᓐ,p i ː m i n i k a n,
ᐱᒥᓂᑳᑕᐦᐊᒻ,p i m i n i k a ː t a h a m,
ᐋᐦᒌᐦᑫᓐ,a ː h tʃ i ː h k e ː n,
ᐊᓖᒌᒥᓐ,a l i ː tʃ i ː m i n,
ᐊᐸᔓᔾ,a p a ʃ o j,
ᐙᐸᓐ,w a ː p a n,
ᐁᓪᓯ,e ː l s i,
ᐯᔭᑯᔖᑉ,p e ː j a k o ʃ a ː p,
ᓂᑖᓂᔅ,n i t a ː n i s,
ᐯᔭᒃ,p e ː j a k,
ᐐᐸᒡ,w i ː p a tʃ,
ᔖᑭᑖᑦ,ʃ a ː k i t a ː t,
ᑾᔭᔅᒃ,k w a j a s k,
ᑾᔭᔉ,k w a j a s k,
