tổ,t̪ o ˧˩˧, ổ goes to /o˧˩˧/
tổ,t̪ o ˧˩˧,
mỗi,m o ˧˥ˀ j, ỗ goes to /o˧˥ˀ/
mỗi,m o ˧˥ˀ j,
số,s o ˧˥, ố goes to /o˧˥/
số,s o ˧˥,
hơn,h ɤː ˧ n̪, ơ goes to /ɤː˧/
người,ŋ ɯɤ ˨˩ j, ư goes to /ɯ˧/
người,ŋ ɯɤ ˨˩ j,
lời,l ɤː ˨˩ j, ờ goes to /ɤː˨˩/
lời,l ɤː ˨˩ j,
ở,ɤː ˧˩˧, ở goes to /ɤː˧˩˧/
ở,ɤː ˧˩˧,
đỡ,ɗ ɤː ˧˥ˀ, ỡ goes to /ɤː˧˥ˀ/
đỡ,ɗ ɤː ˧˥ˀ,
với,v ɤː ˧˥ j, ớ goes to /ɤː˧˥/
với,v ɤː ˧˥ j,
hợp,h ɤː ˨˩ˀ p, ợ goes to /ɤː˨˩ˀ/
hợp,h ɤː ˨˩ˀ p,
đầu,ɗ ɤ ˨˩ w, u goes to /w/
đầu,ɗ ɤ ˨˩ w,
cùng,k u ˨˩ ŋ, ù goes to /u˨˩/
cùng,k u ˨˩ ŋ,
chủ,tɕ u ˧˩˧, ủ goes to /u˧˩˧/
chủ,tɕ u ˧˩˧,
cũng,k u ˧˥ˀ ŋ, ũ goes to /u˧˥ˀ/
cũng,k u ˧˥ˀ ŋ,
chúng,tɕ u ˧˥ ŋ, ú goes to /u˧˥/
chúng,tɕ u ˧˥ ŋ,
từ,t̪ ɯ ˨˩, ừ goes to /ɯ˨˩/
từ,t̪ ɯ ˨˩,
sử,s ɯ ˧˩˧, ử goes to /ɯ˧˩˧/
sử,s ɯ ˧˩˧,
những,ɲ ɯ ˧˥ˀ ŋ, ữ goes to /ɯ˧˥ˀ/
những,ɲ ɯ ˧˥ˀ ŋ,
thức,t̪ʰ ɯ ˧˥ k, ứ goes to /ɯ˧˥/
thức,t̪ʰ ɯ ˧˥ k,
sự,s ɯ ˨˩ˀ, ự goes to /ɯ˨˩ˀ/
sự,s ɯ ˨˩ˀ,
kỳ,k i ˨˩,
kỳ,k i ˨˩,
kỷ,k i ˧˩˧,
kỷ,k i ˧˩˧,
mỹ,m i ˧˥ˀ,
mỹ,m i ˧˥ˀ,
ý,i ˧˥,
ý,i ˧˥,
tỵ,t̪ i ˨˩ˀ,
tỵ,t̪ i ˨˩ˀ,
tiêm,t̪ ie ˧ m,
thìa,t̪ʰ ie ˨˩,
thước,t̪ʰ ɯɤ ˧˥ k,
thưa,t̪ʰ ɯɤ ˧,
luôn,l uo ˧ n̪,
thua,t̪ʰ uo ˧,
ghế,ɣ e ˧˥,
nhiều,ɲ ie ˨˩ w, u goes to /w/ following any vowel
rau,z a ˧ w, the digraph <au> is realized as /a w/
dao,z aː ˧ w, the digraph <ao> is realized as /aː w/
vào,v aː ˨˩ w, the digraph <ao> is realized as /aː w/
gieo,z ɛ ˧ w, gi goes to /z/; o goes to /w/ after e
mẹo,m ɛ ˨˩ˀ w, o goes to /w/ after e
may,m a ˧ j, digraph <ay> realized as /a j/
khuỷu,x w i ˧˩˧ w, u goes to /w/ before most vowels; u goes to /w/ following any vowel
huyền,h w ie ˨˩ n̪, u goes to /w/ before most vowels
gỉ,z i ˧˩˧, i is not deleted after g when not before a vowel
giếng,z ie ˧˥ ŋ, i is not deleted after g in the iê digraph
khỏe,x w ɛ ˧˩˧, o goes to /w/ before e
tóe,t̪ w ɛ ˧˥, o goes to /w/ before e
hoa,h w aː ˧, o goes to /w/ before a
nhòa,ɲ w aː ˨˩, o goes to /w/ before a
hủy,h w i ˧˩˧, u goes to /w/ before most vowels
