mana,m a n a,
arikainye,a ɾ i k a i ɲ e,
nyomane,ɲ o m a n e,
kea,k e a,
anen-bukami,a n e n b u k a m i,
ajo,a dʑ o,
ugwe,u dʑ w e,
karisya,k a ɾ i ʃ a,
ngkugu,n k u dʑ u,
yane,j a n e,
pawa,p a w a,
toede,t o e d e,
vatan,w a t a n,
