animal,a n i m a l,
van,v ã,
vàn,v a n,
aprann,a p ɣ ã n,
bòkò,b ɔ k ɔ,
disèt,d i s ɛ t,
evènman,e v ɛ n m ã,
ensèk,ɛ̃ s ɛ k,
fobou,f o b u,
granmoun,ɡ ɣ ã m ũ,
janm,ʒ ã m,
jòn,ʒ ɔ n,
katastwòf,k a t a s t w ɔ f,
lang,l a ŋ
segonn,s e ɡ õ n,
pwodui,p w o d w i,
vye,v j e,
zòtèy,z ɔ t ɛ j,
chak,ʃ a k,
